hex_id,Elevation,TotalRainfall,Slope,LengthFromRiver,LU_CODE,LUL1_CODE,LUL2_CODE,LU_lv1,Risk_Score,Risk_Score_rw,r_stream_m,w_stream_m,r_elev,w_elev,r_rain_maj,w_rain_maj,r_slope_ma,w_slope_ma,w_dem,r_lu,w_lu
8a658bd15b47fff,20,1426.15,33.38,588.83752,M101,M,M1,M,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd1194ffff,186,1422.39,44.27,121.53162,U101,U,U1,U,16,3,3,0.26,4,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd06937fff,175,1443.7,51.22,92.66359,U201,U,U2,U,15,3,4,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd062dffff,199,1426.45,14.12,588.83752,U101,U,U1,U,13,3,2,0.26,4,3,4,0.3,1,0.26,0.16,2,0.02
8a658bd0441ffff,174,1442.66,42.21,588.83752,U602,U,U6,U,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd312c7fff,188,1445.62,31.37,588.83752,U201,U,U2,U,12,3,2,0.26,3,3,4,0.3,1,0.26,0.16,2,0.02
8a658bd06c9ffff,181,1433.58,64.24,588.83752,U201,U,U2,U,13,3,2,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd0656ffff,200,1431.24,12.39,588.83752,M304,M,M3,M,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd15a57fff,92,1424.76,28.32,82.63369,U101,U,U1,U,14,3,4,0.26,3,3,4,0.3,1,0.26,0.16,2,0.02
8a658bd15337fff,92,1424.27,57.02,235.89065,U101,U,U1,U,11,2,1,0.26,3,3,4,0.3,1,0.26,0.16,2,0.02
8a658bd02a8ffff,43,1423.4,46.16,601,M101,M,M1,M,14,3,1,0.26,3,3,4,0.3,4,0.26,0.16,2,0.02
8a658bd1185ffff,47,1422.29,66.52,588.83752,U101,U,U1,U,12,3,1,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd31a87fff,230,1458.38,34.66,588.83752,M101,M,M1,M,14,3,2,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd31b57fff,195,1464.5,65.35,588.83752,M405,M,M4,M,15,3,2,0.26,3,3,4,0.3,4,0.26,0.16,2,0.02
8a658bd02737fff,227,1422.2,17.71,588.83752,U201,U,U2,U,13,3,2,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd15607fff,187,1423.52,28.42,588.83752,U101,U,U1,U,14,3,2,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd152d7fff,177,1422.83,2.6,588.83752,U101,U,U1,U,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd1c937fff,206,1422.38,64.39,601,U602,U,U6,U,12,3,1,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd06a77fff,199,1435.26,67.1,601,U602,U,U6,U,7,2,1,0.26,0,3,4,0.3,0,0.26,0.16,2,0.02
8a658bd02d07fff,211,1424.37,25.4,588.83752,U101,U,U1,U,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd15ae7fff,189,1424.71,27.4,82.63369,U101,U,U1,U,14,3,1,0.26,4,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd1580ffff,181,1428.3,33.88,75.08631,U101,U,U1,U,16,4,4,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd06c2ffff,199,1436.66,29.46,588.83752,U201,U,U2,U,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd02067fff,40,1422.95,2.35,601,M101,M,M1,M,12,3,1,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd025a7fff,212,1422.62,17.47,588.83752,M101,M,M1,M,15,3,2,0.26,3,3,4,0.3,4,0.26,0.16,2,0.02
8a658bd11867fff,20,1422.35,67.55,127.6263,U101,U,U1,U,15,3,3,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd11127fff,193,1422.36,33.85,241.96268,U101,U,U1,U,13,3,2,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd11147fff,185,1422.25,29.83,241.96268,U101,U,U1,U,15,3,3,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd1c887fff,255,1422.34,77.19,601,W101,W,W1,W,13,2,1,0.26,4,3,4,0.3,0,0.26,0.16,4,0.02
8a658bd02457fff,217,1422.18,7.39,588.83752,U101,U,U1,U,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd0696ffff,230,1442.71,12.64,44.65593,U201,U,U2,U,17,4,4,0.26,3,3,4,0.3,4,0.26,0.16,2,0.02
8a658bd02af7fff,0,1423.66,0,601,M101,M,M1,M,7,2,1,0.26,0,3,4,0.3,0,0.26,0.16,2,0.02
8a658bd157affff,202,1424,8.71,588.83752,U101,U,U1,U,14,3,2,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd31617fff,211,1444.76,4.33,588.83752,M101,M,M1,M,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd31397fff,208,1450.01,28.32,588.83752,U201,U,U2,U,14,3,2,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd02827fff,93,1425.09,59.94,325.18892,U101,U,U1,U,14,3,2,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd02907fff,52,1425.79,66.84,588.83752,U101,U,U1,U,13,3,2,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd06ccffff,177,1432.8,15.48,588.83752,U201,U,U2,U,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd0658ffff,190,1430.11,60.02,588.83752,M101,M,M1,M,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd1562ffff,218,1423.48,18.26,588.83752,U101,U,U1,U,15,3,2,0.26,3,3,4,0.3,4,0.26,0.16,2,0.02
8a658bd0209ffff,206,1422.27,16.94,588.83752,U101,U,U1,U,16,4,4,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd15637fff,238,1423.76,9.49,588.83752,U101,U,U1,U,13,3,2,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd11897fff,212,1422.49,4.83,96.44206,U101,U,U1,U,15,3,3,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd04c07fff,0,1455.12,69.62,163.26774,W101,W,W1,W,15,3,4,0.26,3,3,4,0.3,0,0.26,0.16,4,0.02
8a658bd31a9ffff,200,1456.74,39.71,588.83752,M102,M,M1,M,14,3,2,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd156e7fff,211,1423.16,22.62,588.83752,U101,U,U1,U,15,3,2,0.26,3,3,4,0.3,4,0.26,0.16,2,0.02
8a658bd04557fff,0,1446.23,0,588.83752,W101,W,W1,W,10,2,2,0.26,0,3,4,0.3,0,0.26,0.16,4,0.02
8a658bd066a7fff,47,1426.05,28.13,588.83752,U101,U,U1,U,13,3,2,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd3106ffff,215,1456.05,22.94,588.83752,M102,M,M1,M,13,3,2,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd11d67fff,212,1422.77,19.77,588.83752,U101,U,U1,U,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd1cc0ffff,12,1422.22,5.82,601,U201,U,U2,U,13,3,1,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd319affff,90,1472.6,72.44,102.51729,M101,M,M1,M,14,3,4,0.26,3,3,4,0.3,1,0.26,0.16,2,0.02
8a658bd067affff,202,1427.21,4.84,588.83752,M304,M,M3,M,13,3,2,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd04437fff,215,1444.77,19.15,588.83752,U201,U,U2,U,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd02c67fff,92,1423.5,23.3,119.30701,U101,U,U1,U,17,4,3,0.26,4,3,4,0.3,4,0.26,0.16,2,0.02
8a658bd1545ffff,197,1424.57,61.98,588.83752,U101,U,U1,U,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd06c47fff,191,1435.15,55.37,588.83752,U201,U,U2,U,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd02ceffff,205,1422.9,63.69,103.62678,U101,U,U1,U,15,3,4,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd02787fff,216,1422.11,4.38,588.83752,U201,U,U2,U,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd028b7fff,219,1424.01,18.39,80.99359,U502,U,U5,U,15,3,4,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd1cc1ffff,94,1422.2,33.62,601,U201,U,U2,U,10,2,1,0.26,0,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd0268ffff,6,1422.13,66.88,85.68004,F201,F,F2,F,11,2,1,0.26,4,3,4,0.3,1,0.26,0.16,1,0.02
8a658bd15b9ffff,101,1425.73,66.53,601,U101,U,U1,U,13,3,1,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd31347fff,91,1452.68,59.36,588.83752,U201,U,U2,U,15,3,2,0.26,4,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd06037fff,209,1432.19,18.57,67.3074,U201,U,U2,U,16,4,4,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd04d17fff,188,1458.77,26.94,588.83752,U201,U,U2,U,13,3,2,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd06ceffff,202,1433.69,28.03,588.83752,U201,U,U2,U,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd1c99ffff,45,1422.29,38.28,601,U201,U,U2,U,11,2,1,0.26,3,3,4,0.3,1,0.26,0.16,2,0.02
8a658bd0254ffff,219,1422.34,2.9,588.83752,U101,U,U1,U,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd3324ffff,92,1432.38,46.55,588.83752,U602,U,U6,U,14,3,2,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd0220ffff,190,1422.88,49.1,601,U602,U,U6,U,10,2,1,0.26,0,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd028e7fff,177,1424.16,52.07,601,U101,U,U1,U,14,3,1,0.26,3,3,4,0.3,4,0.26,0.16,2,0.02
8a658bd06d8ffff,95,1436.76,31.92,72.07233,U101,U,U1,U,14,3,4,0.26,3,3,4,0.3,1,0.26,0.16,2,0.02
8a658bd03db7fff,,1423.89,0,601,M101,M,M1,M,7,2,1,0.26,0,3,4,0.3,0,0.26,0.16,2,0.02
8a658bd31047fff,177,1455.2,55.71,588.83752,U201,U,U2,U,14,3,2,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd31b17fff,198,1466.02,47.94,588.83752,M101,M,M1,M,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd1c91ffff,45,1422.43,66.94,601,U201,U,U2,U,13,3,1,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd02627fff,14,1422.16,8.16,588.83752,U301,U,U3,U,15,3,2,0.26,4,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd0250ffff,212,1422.48,5.35,588.83752,M101,M,M1,M,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd11d57fff,191,1422.65,21.84,96.44206,U101,U,U1,U,14,3,2,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd02267fff,0,1423.3,0,601,U602,U,U6,U,7,2,1,0.26,0,3,4,0.3,0,0.26,0.16,2,0.02
8a658bd0231ffff,190,1422.85,62,601,U602,U,U6,U,13,3,1,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd152b7fff,191,1423.38,32.64,588.83752,U101,U,U1,U,14,3,2,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd0636ffff,185,1431.07,72.27,340.81184,U602,U,U6,U,9,2,1,0.26,0,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd06b67fff,0,1438.69,52.74,320.52207,U602,U,U6,U,7,2,1,0.26,0,3,4,0.3,0,0.26,0.16,2,0.02
8a658bd33257fff,45,1433.03,36.37,588.83752,U602,U,U6,U,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd068a7fff,215,1438.4,30.21,588.83752,M101,M,M1,M,14,3,2,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd02487fff,172,1422.29,70.55,121.53162,U101,U,U1,U,14,3,3,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd1199ffff,215,1422.65,63.15,96.44206,U101,U,U1,U,15,3,3,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd31307fff,175,1453.93,15.75,588.83752,M102,M,M1,M,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd15927fff,45,1431.66,66.28,81.88998,U101,U,U1,U,13,3,2,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd1535ffff,199,1423.29,18.26,588.83752,U101,U,U1,U,15,3,2,0.26,3,3,4,0.3,4,0.26,0.16,2,0.02
8a658bd0232ffff,0,1423.23,75.28,601,U602,U,U6,U,7,2,1,0.26,0,3,4,0.3,0,0.26,0.16,2,0.02
8a658bd02017fff,207,1422.58,7.04,588.83752,U101,U,U1,U,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd06257fff,172,1428.25,65.94,325.18892,U602,U,U6,U,13,3,2,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd020d7fff,19,1422.31,25.48,588.83752,U301,U,U3,U,13,3,2,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd15aeffff,208,1424.41,66.73,82.63369,U101,U,U1,U,15,3,3,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd04597fff,232,1443.99,32.95,588.83752,U502,U,U5,U,15,3,3,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd15017fff,95,1425.47,56,87.69903,U101,U,U1,U,16,3,4,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd1cdaffff,227,1422.18,5.82,588.83752,F201,F,F2,F,12,3,2,0.26,3,3,4,0.3,2,0.26,0.16,1,0.02
8a658bd15657fff,176,1423.13,16.05,588.83752,U101,U,U1,U,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd06ae7fff,232,1433.71,14.43,340.81184,U602,U,U6,U,14,3,3,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd1086ffff,94,1424.82,60.64,52.65779,U101,U,U1,U,16,4,4,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd1570ffff,208,1423.92,18.67,588.83752,U101,U,U1,U,13,3,2,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd152c7fff,185,1422.79,46.88,106.17455,U101,U,U1,U,15,3,3,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd06a0ffff,174,1434.65,40.56,85.77758,U602,U,U6,U,15,3,3,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd15837fff,184,1429.52,57.3,75.08631,U101,U,U1,U,18,4,4,0.26,4,3,4,0.3,4,0.26,0.16,2,0.02
8a658bd118cffff,52,1422.3,69.49,588.83752,U101,U,U1,U,13,3,2,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd15277fff,197,1423.08,10.83,121.53162,U101,U,U1,U,13,3,1,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd06097fff,202,1429.83,10.14,588.83752,M304,M,M3,M,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd3335ffff,45,1434.95,28.36,81.88998,U201,U,U2,U,14,3,3,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd0281ffff,181,1424.25,47.48,601,U101,U,U1,U,13,3,1,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd15adffff,182,1424.04,20.6,235.89065,U101,U,U1,U,15,3,3,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd02b57fff,0,1424.85,0,601,U602,U,U6,U,7,2,1,0.26,0,3,4,0.3,0,0.26,0.16,2,0.02
8a658bd118c7fff,188,1422.35,71.18,588.83752,U101,U,U1,U,16,3,2,0.26,4,3,4,0.3,4,0.26,0.16,2,0.02
8a658bd0240ffff,199,1422.24,7.93,588.83752,U101,U,U1,U,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd1532ffff,51,1424.03,59.13,235.89065,U101,U,U1,U,14,3,3,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd312cffff,194,1444.92,37.24,588.83752,U502,U,U5,U,14,3,3,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd06aa7fff,215,1434.04,24.09,85.77758,U602,U,U6,U,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd1531ffff,211,1423.75,1.88,106.17455,U101,U,U1,U,14,3,2,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd15407fff,208,1425.65,21.1,588.83752,U101,U,U1,U,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd3165ffff,191,1442.66,65.62,588.83752,M101,M,M1,M,13,3,2,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd062d7fff,182,1426.74,8.79,588.83752,U101,U,U1,U,14,3,2,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd15797fff,52,1424.05,47.47,80.77887,U101,U,U1,U,18,4,4,0.26,4,3,4,0.3,4,0.26,0.16,2,0.02
8a658bd316dffff,182,1440.18,50.33,588.83752,U602,U,U6,U,13,3,2,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd15267fff,188,1423.07,34.6,121.53162,U101,U,U1,U,13,3,1,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd1502ffff,225,1425.39,25.04,87.69903,U101,U,U1,U,17,4,4,0.26,4,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd10b67fff,188,1424.06,63.74,80.77887,U101,U,U1,U,15,3,4,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd150e7fff,208,1424.72,52.38,99.35242,U101,U,U1,U,17,4,4,0.26,4,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd312affff,197,1447.24,17.03,588.83752,U201,U,U2,U,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd1508ffff,217,1424.74,12.11,588.83752,U101,U,U1,U,13,3,2,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd15ba7fff,181,1426.76,3.29,80.13392,U201,U,U2,U,16,3,4,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd3325ffff,192,1432.22,16.92,588.83752,U602,U,U6,U,14,3,2,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd024effff,208,1422.15,4.55,588.83752,U101,U,U1,U,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd06517fff,92,1431.75,52.1,588.83752,U502,U,U5,U,13,3,2,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd06207fff,176,1428.68,48.47,325.18892,U602,U,U6,U,13,3,3,0.26,3,3,4,0.3,1,0.26,0.16,2,0.02
8a658bd02c57fff,192,1423.14,10.89,107.51409,U101,U,U1,U,13,3,1,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd06867fff,185,1440.02,6.5,588.83752,U201,U,U2,U,13,3,2,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd31a1ffff,197,1459.88,11.58,588.83752,M101,M,M1,M,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd004b7fff,199,1425.99,52.42,325.18892,U201,U,U2,U,13,3,1,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd151affff,219,1426.29,14.85,588.83752,U101,U,U1,U,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd15b67fff,191,1426.65,69.83,588.83752,M101,M,M1,M,14,3,2,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd06ad7fff,200,1432.03,24.26,588.83752,U602,U,U6,U,13,3,2,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd0600ffff,191,1431.18,59.01,94.99787,U201,U,U2,U,16,4,4,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd15ceffff,43,1427.21,29.88,588.83752,U101,U,U1,U,13,3,2,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd15ccffff,92,1426.73,17.42,588.83752,U101,U,U1,U,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd04c97fff,187,1450.86,22.3,588.83752,U201,U,U2,U,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd3128ffff,54,1445.86,54.61,588.83752,U201,U,U2,U,13,3,2,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd0292ffff,92,1426.11,69.23,588.83752,U101,U,U1,U,15,3,2,0.26,4,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd1cc27fff,22,1422.2,51.4,588.83752,F201,F,F2,F,11,2,1,0.26,3,3,4,0.3,2,0.26,0.16,1,0.02
8a658bd10a67fff,187,1423.35,21.18,601,U101,U,U1,U,13,3,1,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd0285ffff,187,1424.36,26.15,601,U101,U,U1,U,13,3,1,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd06547fff,195,1430.99,36.88,588.83752,M304,M,M3,M,13,3,2,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd06d17fff,210,1439.09,49.05,72.07233,M101,M,M1,M,18,4,4,0.26,4,3,4,0.3,4,0.26,0.16,2,0.02
8a658bd02d9ffff,199,1423.54,1.74,82.63369,U101,U,U1,U,15,3,3,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd02a17fff,0,1423.91,0,601,U602,U,U6,U,10,2,1,0.26,3,3,4,0.3,0,0.26,0.16,2,0.02
8a658bd31a67fff,185,1462.85,43.75,588.83752,U201,U,U2,U,13,3,1,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd31647fff,218,1443.94,18.72,588.83752,U502,U,U5,U,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd15217fff,174,1423.32,49.64,588.83752,U101,U,U1,U,14,3,2,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd31877fff,182,1469.94,6.75,588.83752,U201,U,U2,U,15,3,2,0.26,3,3,4,0.3,4,0.26,0.16,2,0.02
8a658bd06107fff,212,1434.29,24.34,588.83752,U201,U,U2,U,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd02467fff,216,1422.26,4.47,588.83752,U101,U,U1,U,11,2,2,0.26,3,3,4,0.3,0,0.26,0.16,2,0.02
8a658bd029affff,190,1425.04,13.13,80.99359,M102,M,M1,M,15,3,3,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd153b7fff,210,1424.08,18.56,99.35242,M101,M,M1,M,15,3,4,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd1cc37fff,145,1422.19,73.16,972.80644,F201,F,F2,F,13,3,1,0.26,3,3,4,0.3,4,0.26,0.16,1,0.02
8a658bd1cd07fff,29,1422.16,39.63,588.83752,F201,F,F2,F,13,3,2,0.26,3,3,4,0.3,3,0.26,0.16,1,0.02
8a658bd024f7fff,209,1422.2,46.21,588.83752,U101,U,U1,U,14,3,2,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd026e7fff,85,1422.16,23.71,71.85508,M102,M,M1,M,12,3,1,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd1cd6ffff,137,1422.25,58.71,601,U201,U,U2,U,12,3,1,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd04d87fff,53,1456.13,68.97,588.83752,M102,M,M1,M,13,3,2,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd02a9ffff,51,1423.17,48,601,M101,M,M1,M,11,2,1,0.26,3,3,4,0.3,1,0.26,0.16,2,0.02
8a658bd11d17fff,218,1422.86,11.25,96.44206,U101,U,U1,U,13,3,1,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd02987fff,187,1424.8,58.9,80.99359,U502,U,U5,U,16,4,3,0.26,3,3,4,0.3,4,0.26,0.16,2,0.02
8a658bd152dffff,197,1422.68,6.5,106.17455,U101,U,U1,U,14,3,3,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd060e7fff,200,1430.39,15.9,340.81184,U201,U,U2,U,13,3,1,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd02d1ffff,95,1423.99,61.27,588.83752,U101,U,U1,U,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd3161ffff,209,1443.89,41.6,588.83752,U602,U,U6,U,16,3,2,0.26,4,3,4,0.3,4,0.26,0.16,2,0.02
8a658bd06147fff,93,1433.5,54.49,588.83752,U201,U,U2,U,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd02417fff,187,1422.31,14.4,588.83752,U101,U,U1,U,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd0644ffff,185,1428.33,5.53,588.83752,M304,M,M3,M,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd0626ffff,0,1429.24,0,601,U602,U,U6,U,9,2,1,0.26,0,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd06b0ffff,197,1437.51,63.22,85.77758,U602,U,U6,U,13,3,2,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd02b1ffff,0,1424.56,0,601,U602,U,U6,U,7,2,1,0.26,0,3,4,0.3,0,0.26,0.16,2,0.02
8a658bd1184ffff,211,1422.26,43.69,588.83752,U101,U,U1,U,15,3,2,0.26,4,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd068e7fff,185,1437.44,64.14,588.83752,U201,U,U2,U,13,3,2,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd1554ffff,193,1425.53,2.26,588.83752,U101,U,U1,U,13,3,2,0.26,4,3,4,0.3,1,0.26,0.16,2,0.02
8a658bd332f7fff,205,1432.78,63.18,588.83752,U101,U,U1,U,13,3,2,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd3336ffff,101,1436.11,53.38,206.90829,U101,U,U1,U,14,3,3,0.26,3,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd0614ffff,215,1433.05,50.34,588.83752,U502,U,U5,U,15,3,2,0.26,4,3,4,0.3,3,0.26,0.16,2,0.02
8a658bd1539ffff,176,1423.58,8.04,588.83752,U101,U,U1,U,14,3,2,0.26,4,3,4,0.3,2,0.26,0.16,2,0.02
8a658bd150dffff,208,1424.17,46.49,588.83752,U101,U,U1,U,14,3,2,0.26,3,3,4,0.3,3,0.26,0.16,2,0.02
