id,Elevation_,Slope1_maj,Total Rain,Slope,LU_CODE,LUL1_CODE,LUL2_CODE,LU_lv1,r_lu,LENGTH_maj,r_stream_m,w_stream_m,Elev,r_dem_majo,r_rain_maj,w_rain_maj,r_slope_ma,w_slope_ma,w_dem,w_lu,Total rw,Total r
8a658bd332cffff,193.000000,16.323824,1431.320000,16.32,U201,U,U2,U,"2",588.837520,2.000000,0.260000,193.00,4.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",15.000
8a658bd15a8ffff,192.000000,21.305553,1424.670000,21.31,U101,U,U1,U,"2",601.000000,1.000000,0.260000,192.00,4.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",13.000
8a658bd02d67fff,239.000000,33.412922,1424.420000,33.41,U101,U,U1,U,"2",588.837520,2.000000,0.260000,239.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",13.000
8a658bd1181ffff,208.000000,15.451908,1422.450000,15.45,U101,U,U1,U,"2",241.962680,3.000000,0.260000,208.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",15.000
8a658bd150f7fff,211.000000,11.681990,1424.760000,11.68,U101,U,U1,U,"2",80.778870,4.000000,0.260000,211.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"4",16.000
8a658bd1546ffff,93.000000,43.580872,1424.840000,43.58,U101,U,U1,U,"2",588.837520,2.000000,0.260000,93.00,4.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",14.000
8a658bd0676ffff,215.000000,10.219687,1427.980000,10.22,M102,M,M1,M,"2",588.837520,2.000000,0.260000,215.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",14.000
8a658bd02ce7fff,51.000000,64.810158,1423.060000,64.81,U101,U,U1,U,"2",107.514090,4.000000,0.260000,51.00,3.000000,4.000000,0.300000,1.000000,0.260000,0.16,0.020,"3",14.000
8a658bd158effff,43.000000,43.085293,1427.180000,43.09,U601,U,U6,U,"2",75.086310,4.000000,0.260000,43.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",15.000
8a658bd02777fff,7.000000,70.350624,1422.240000,70.35,U301,U,U3,U,"2",588.837520,2.000000,0.260000,7.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",13.000
8a658bd1c977fff,92.000000,47.686069,1422.640000,47.69,U602,U,U6,U,"2",601.000000,1.000000,0.260000,92.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",12.000
8a658bd063b7fff,179.000000,37.084061,1429.470000,37.08,U502,U,U5,U,"2",588.837520,2.000000,0.260000,179.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",14.000
8a658bd06507fff,191.000000,50.746967,1431.940000,50.75,U502,U,U5,U,"2",588.837520,2.000000,0.260000,191.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",13.000
8a658bd118affff,191.000000,2.064841,1422.480000,2.06,U101,U,U1,U,"2",96.442060,2.000000,0.260000,191.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",13.000
8a658bd156cffff,176.000000,9.360745,1422.880000,9.36,U101,U,U1,U,"2",588.837520,2.000000,0.260000,176.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",13.000
8a658bd3184ffff,172.000000,2.163162,1467.410000,2.16,U602,U,U6,U,"2",588.837520,2.000000,0.260000,172.00,3.000000,4.000000,0.300000,4.000000,0.260000,0.16,0.020,"3",15.000
8a658bd06b97fff,202.000000,50.606392,1435.130000,50.61,U502,U,U5,U,"2",588.837520,2.000000,0.260000,202.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",13.000
8a658bd15af7fff,205.000000,34.116520,1424.680000,34.12,U101,U,U1,U,"2",601.000000,1.000000,0.260000,205.00,4.000000,4.000000,0.300000,1.000000,0.260000,0.16,0.020,"2",12.000
8a658bd1cd2ffff,19.000000,27.742624,1422.170000,27.74,U201,U,U2,U,"2",588.837520,1.000000,0.260000,19.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",12.000
8a658bd15727fff,211.000000,22.651171,1424.450000,22.65,U101,U,U1,U,"2",588.837520,2.000000,0.260000,211.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",13.000
8a658bd06b1ffff,176.000000,55.149673,1436.900000,55.15,U602,U,U6,U,"2",588.837520,2.000000,0.260000,176.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",13.000
8a658bd06acffff,177.000000,56.541828,1432.320000,56.54,U602,U,U6,U,"2",340.811840,1.000000,0.260000,177.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",12.000
8a658bd06c87fff,51.000000,33.387108,1434.630000,33.39,U201,U,U2,U,"2",72.072330,4.000000,0.260000,51.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",15.000
8a658bd02857fff,93.000000,30.405109,1424.420000,30.41,U101,U,U1,U,"2",601.000000,1.000000,0.260000,93.00,4.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",13.000
8a658bd11b27fff,185.000000,66.075233,1422.200000,66.08,U101,U,U1,U,"2",107.525580,3.000000,0.260000,185.00,3.000000,4.000000,0.300000,1.000000,0.260000,0.16,0.020,"3",13.000
8a658bd02b07fff,0.000000,0.000000,1424.900000,0.00,U602,U,U6,U,"2",601.000000,1.000000,0.260000,0.00,0.000000,4.000000,0.300000,0.000000,0.260000,0.16,0.020,"2",7.000
8a658bd04497fff,197.000000,19.714861,1440.630000,19.71,U201,U,U2,U,"2",588.837520,2.000000,0.260000,197.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",14.000
8a658bd06567fff,177.000000,1.163046,1431.790000,1.16,M304,M,M3,M,"2",588.837520,2.000000,0.260000,177.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",14.000
8a658bd15777fff,208.000000,16.205021,1423.920000,16.21,U101,U,U1,U,"2",588.837520,2.000000,0.260000,208.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",14.000
8a658bd02c2ffff,184.000000,69.087242,1423.590000,69.09,U101,U,U1,U,"2",82.633690,4.000000,0.260000,184.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",15.000
8a658bd06af7fff,182.000000,62.027084,1433.150000,62.03,U602,U,U6,U,"2",85.777580,2.000000,0.260000,182.00,4.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",14.000
8a658bd06b9ffff,179.000000,20.737345,1434.470000,20.74,U502,U,U5,U,"2",588.837520,2.000000,0.260000,179.00,3.000000,4.000000,0.300000,4.000000,0.260000,0.16,0.020,"3",15.000
8a658bd02ccffff,192.000000,21.796419,1422.730000,21.80,M101,M,M1,M,"2",588.837520,2.000000,0.260000,192.00,3.000000,4.000000,0.300000,4.000000,0.260000,0.16,0.020,"3",15.000
8a658bd0452ffff,0.000000,73.835854,1448.680000,73.84,U201,U,U2,U,"2",588.837520,2.000000,0.260000,0.00,0.000000,4.000000,0.300000,4.000000,0.260000,0.16,0.020,"3",12.000
8a658bd15707fff,238.000000,6.872204,1424.210000,6.87,U101,U,U1,U,"2",588.837520,2.000000,0.260000,238.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",13.000
8a658bd02397fff,42.000000,27.269983,1422.420000,27.27,U602,U,U6,U,"2",71.855080,4.000000,0.260000,42.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"4",16.000
8a658bd10847fff,94.000000,39.671947,1424.780000,39.67,U101,U,U1,U,"2",52.657790,4.000000,0.260000,94.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",15.000
8a658bd045a7fff,209.000000,19.073769,1446.280000,19.07,U201,U,U2,U,"2",588.837520,2.000000,0.260000,209.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",13.000
8a658bd062effff,90.000000,39.554203,1427.510000,39.55,U602,U,U6,U,"2",325.188920,2.000000,0.260000,90.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",13.000
8a658bd02037fff,189.000000,54.558315,1422.720000,54.56,U101,U,U1,U,"2",103.626780,2.000000,0.260000,189.00,3.000000,4.000000,0.300000,4.000000,0.260000,0.16,0.020,"3",15.000
8a658bd06ca7fff,205.000000,67.920708,1435.760000,67.92,U101,U,U1,U,"2",72.072330,4.000000,0.260000,205.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"4",16.000
8a658bd044effff,,0.000000,1441.440000,0.00,W101,W,W1,W,"4",44.655930,4.000000,0.260000,,0.000000,4.000000,0.300000,0.000000,0.260000,0.16,0.020,"2",12.000
8a658bd044b7fff,235.000000,13.046002,1441.850000,13.05,U602,U,U6,U,"2",588.837520,2.000000,0.260000,235.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",13.000
8a658bd06527fff,49.000000,51.391659,1432.910000,51.39,M101,M,M1,M,"2",588.837520,2.000000,0.260000,49.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",13.000
8a658bd028a7fff,190.000000,7.482905,1424.200000,7.48,U101,U,U1,U,"2",80.993590,4.000000,0.260000,190.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"4",16.000
8a658bd0622ffff,174.000000,67.498352,1429.120000,67.50,U602,U,U6,U,"2",325.188920,3.000000,0.260000,174.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",15.000
8a658bd04507fff,214.000000,26.114449,1447.770000,26.11,U201,U,U2,U,"2",588.837520,2.000000,0.260000,214.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",14.000
8a658bd04cd7fff,0.000000,68.045105,1450.120000,68.05,W101,W,W1,W,"4",588.837520,2.000000,0.260000,0.00,0.000000,4.000000,0.300000,0.000000,0.260000,0.16,0.020,"2",10.000
8a658bd02957fff,174.000000,47.788055,1425.490000,47.79,U101,U,U1,U,"2",325.188920,2.000000,0.260000,174.00,4.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",14.000
8a658bd15387fff,181.000000,13.221345,1423.780000,13.22,U101,U,U1,U,"2",106.174550,3.000000,0.260000,181.00,3.000000,4.000000,0.300000,4.000000,0.260000,0.16,0.020,"4",16.000
8a658bd020cffff,86.000000,42.891567,1422.410000,42.89,U602,U,U6,U,"2",71.855080,4.000000,0.260000,86.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",15.000
8a658bd06457fff,50.000000,29.368467,1428.700000,29.37,M304,M,M3,M,"2",588.837520,2.000000,0.260000,50.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",13.000
8a658bd15baffff,89.000000,50.892326,1426.330000,50.89,U201,U,U2,U,"2",80.133920,4.000000,0.260000,89.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",15.000
8a658bd15147fff,51.000000,61.642975,1425.730000,61.64,U101,U,U1,U,"2",75.086310,4.000000,0.260000,51.00,3.000000,4.000000,0.300000,4.000000,0.260000,0.16,0.020,"4",17.000
8a658bd154e7fff,216.000000,46.718197,1424.940000,46.72,U101,U,U1,U,"2",588.837520,2.000000,0.260000,216.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",14.000
8a658bd31207fff,200.000000,14.040689,1449.760000,14.04,W202,W,W2,W,"4",588.837520,2.000000,0.260000,200.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",16.000
8a658bd066c7fff,209.000000,15.718130,1425.110000,15.72,U101,U,U1,U,"2",588.837520,2.000000,0.260000,209.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",14.000
8a658bd02077fff,45.000000,43.507370,1422.780000,43.51,M101,M,M1,M,"2",103.626780,1.000000,0.260000,45.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",12.000
8a658bd06b87fff,179.000000,16.843554,1435.660000,16.84,M201,M,M2,M,"2",588.837520,2.000000,0.260000,179.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",13.000
8a658bd02867fff,215.000000,19.826954,1425.190000,19.83,U101,U,U1,U,"2",325.188920,1.000000,0.260000,215.00,4.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",13.000
8a658bd06aeffff,49.000000,53.210777,1433.190000,53.21,U602,U,U6,U,"2",340.811840,1.000000,0.260000,49.00,0.000000,4.000000,0.300000,1.000000,0.260000,0.16,0.020,"2",8.000
8a658bd04577fff,0.000000,0.000000,1447.730000,0.00,W101,W,W1,W,"4",588.837520,2.000000,0.260000,0.00,0.000000,4.000000,0.300000,0.000000,0.260000,0.16,0.020,"2",10.000
8a658bd02c0ffff,89.000000,64.109123,1423.290000,64.11,U101,U,U1,U,"2",82.633690,4.000000,0.260000,89.00,4.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"4",17.000
8a658bd3124ffff,191.000000,37.242180,1447.670000,37.24,U201,U,U2,U,"2",588.837520,2.000000,0.260000,191.00,4.000000,4.000000,0.300000,1.000000,0.260000,0.16,0.020,"3",13.000
8a658bd02c17fff,211.000000,57.240662,1423.390000,57.24,U101,U,U1,U,"2",82.633690,4.000000,0.260000,211.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",15.000
8a658bd3321ffff,205.000000,7.710547,1433.610000,7.71,M101,M,M1,M,"2",81.889980,2.000000,0.260000,205.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",13.000
8a658bd06b57fff,40.000000,57.408401,1436.870000,57.41,U602,U,U6,U,"2",85.777580,3.000000,0.260000,40.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",14.000
8a658bd11b37fff,51.000000,30.550688,1422.220000,30.55,U101,U,U1,U,"2",127.626300,3.000000,0.260000,51.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",14.000
8a658bd15a37fff,101.000000,65.570450,1425.860000,65.57,U602,U,U6,U,"2",80.133920,3.000000,0.260000,101.00,4.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",15.000
8a658bd004affff,0.000000,0.000000,1426.340000,0.00,U201,U,U2,U,"2",601.000000,1.000000,0.260000,0.00,0.000000,4.000000,0.300000,0.000000,0.260000,0.16,0.020,"2",7.000
8a658bd02527fff,214.000000,7.316694,1422.740000,7.32,U101,U,U1,U,"2",588.837520,2.000000,0.260000,214.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",14.000
8a658bd11807fff,237.000000,18.297941,1422.500000,18.30,U101,U,U1,U,"2",96.442060,3.000000,0.260000,237.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",14.000
8a658bd1c947fff,0.000000,33.624802,1422.710000,33.62,U602,U,U6,U,"2",601.000000,1.000000,0.260000,0.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",12.000
8a658bd0251ffff,93.000000,26.057705,1422.480000,26.06,U101,U,U1,U,"2",588.837520,2.000000,0.260000,93.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",14.000
8a658bd10b57fff,52.000000,63.567791,1423.770000,63.57,U101,U,U1,U,"2",601.000000,1.000000,0.260000,52.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",12.000
8a658bd15d6ffff,183.000000,60.566620,1429.500000,60.57,U101,U,U1,U,"2",588.837520,2.000000,0.260000,183.00,4.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",14.000
8a658bd316effff,209.000000,11.476357,1442.190000,11.48,M101,M,M1,M,"2",588.837520,2.000000,0.260000,209.00,4.000000,4.000000,0.300000,4.000000,0.260000,0.16,0.020,"3",16.000
8a658bd06137fff,49.000000,44.917187,1435.040000,44.92,U201,U,U2,U,"2",588.837520,2.000000,0.260000,49.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",13.000
8a658bd02c9ffff,218.000000,12.083006,1422.910000,12.08,U101,U,U1,U,"2",107.514090,4.000000,0.260000,218.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"4",16.000
8a658bd15807fff,193.000000,28.437294,1428.850000,28.44,U101,U,U1,U,"2",75.086310,4.000000,0.260000,193.00,4.000000,4.000000,0.300000,4.000000,0.260000,0.16,0.020,"4",18.000
8a658bd068d7fff,199.000000,42.127327,1435.900000,42.13,U201,U,U2,U,"2",588.837520,2.000000,0.260000,199.00,3.000000,4.000000,0.300000,4.000000,0.260000,0.16,0.020,"3",15.000
8a658bd0274ffff,86.000000,24.273823,1422.300000,24.27,U602,U,U6,U,"2",71.855080,4.000000,0.260000,86.00,4.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"4",17.000
8a658bd028f7fff,52.000000,64.550346,1423.910000,64.55,U101,U,U1,U,"2",601.000000,1.000000,0.260000,52.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",12.000
8a658bd15a47fff,92.000000,2.883151,1424.820000,2.88,U101,U,U1,U,"2",588.837520,2.000000,0.260000,92.00,3.000000,4.000000,0.300000,1.000000,0.260000,0.16,0.020,"3",12.000
8a658bd15367fff,191.000000,18.325741,1423.780000,18.33,U101,U,U1,U,"2",235.890650,2.000000,0.260000,191.00,4.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",15.000
8a658bd060effff,230.000000,37.282249,1429.840000,37.28,U201,U,U2,U,"2",340.811840,1.000000,0.260000,230.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",13.000
8a658bd1c897fff,255.000000,75.874374,1422.300000,75.87,U201,U,U2,U,"2",601.000000,1.000000,0.260000,255.00,4.000000,4.000000,0.300000,0.000000,0.260000,0.16,0.020,"2",11.000
8a658bd31a5ffff,214.000000,18.785307,1458.920000,18.79,U201,U,U2,U,"2",588.837520,2.000000,0.260000,214.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",13.000
8a658bd04c37fff,53.000000,59.742142,1456.030000,59.74,U201,U,U2,U,"2",174.824880,1.000000,0.260000,53.00,3.000000,4.000000,0.300000,0.000000,0.260000,0.16,0.020,"2",10.000
8a658bd3105ffff,195.000000,34.014652,1453.320000,34.01,U201,U,U2,U,"2",588.837520,2.000000,0.260000,195.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",14.000
8a658bd044dffff,0.000000,72.348961,1439.280000,72.35,U602,U,U6,U,"2",44.655930,3.000000,0.260000,0.00,0.000000,4.000000,0.300000,0.000000,0.260000,0.16,0.020,"2",9.000
8a658bd10b27fff,181.000000,35.024868,1424.560000,35.02,U101,U,U1,U,"2",52.657790,4.000000,0.260000,181.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",15.000
8a658bd00587fff,185.000000,29.689156,1427.110000,29.69,U602,U,U6,U,"2",325.188920,1.000000,0.260000,185.00,0.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"2",10.000
8a658bd06007fff,179.000000,25.456985,1431.800000,25.46,U201,U,U2,U,"2",67.307400,4.000000,0.260000,179.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"4",16.000
8a658bd15a67fff,176.000000,62.681152,1425.280000,62.68,U101,U,U1,U,"2",588.837520,2.000000,0.260000,176.00,3.000000,4.000000,0.300000,4.000000,0.260000,0.16,0.020,"3",15.000
8a658bd0668ffff,54.000000,62.681152,1425.210000,62.68,U101,U,U1,U,"2",588.837520,2.000000,0.260000,54.00,3.000000,4.000000,0.300000,1.000000,0.260000,0.16,0.020,"3",12.000
8a658bd06197fff,212.000000,16.628998,1432.220000,16.63,U201,U,U2,U,"2",588.837520,2.000000,0.260000,212.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",14.000
8a658bd068effff,93.000000,58.473351,1436.880000,58.47,U201,U,U2,U,"2",588.837520,2.000000,0.260000,93.00,4.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",14.000
8a658bd04d9ffff,233.000000,28.923857,1454.220000,28.92,U201,U,U2,U,"2",588.837520,2.000000,0.260000,233.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",13.000
8a658bd15b27fff,187.000000,1.824662,1427.490000,1.82,U201,U,U2,U,"2",588.837520,2.000000,0.260000,187.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",14.000
8a658bd06adffff,90.000000,57.289326,1431.780000,57.29,U602,U,U6,U,"2",340.811840,2.000000,0.260000,90.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",13.000
8a658bd0440ffff,0.000000,0.000000,1443.230000,0.00,U602,U,U6,U,"2",588.837520,2.000000,0.260000,0.00,0.000000,4.000000,0.300000,0.000000,0.260000,0.16,0.020,"2",8.000
8a658bd0282ffff,191.000000,45.931007,1424.970000,45.93,U101,U,U1,U,"2",325.188920,3.000000,0.260000,191.00,4.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",15.000
8a658bd060c7fff,188.000000,10.417048,1429.490000,10.42,U201,U,U2,U,"2",340.811840,1.000000,0.260000,188.00,4.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",14.000
8a658bd1525ffff,186.000000,51.819145,1422.760000,51.82,U101,U,U1,U,"2",588.837520,2.000000,0.260000,186.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",13.000
8a658bd1596ffff,208.000000,23.997797,1429.870000,24.00,U201,U,U2,U,"2",588.837520,2.000000,0.260000,208.00,3.000000,4.000000,0.300000,4.000000,0.260000,0.16,0.020,"3",15.000
8a658bd31767fff,182.000000,58.391975,1449.440000,58.39,U201,U,U2,U,"2",588.837520,2.000000,0.260000,182.00,4.000000,4.000000,0.300000,1.000000,0.260000,0.16,0.020,"3",13.000
8a658bd062c7fff,90.000000,62.073483,1427.110000,62.07,M101,M,M1,M,"2",588.837520,2.000000,0.260000,90.00,3.000000,4.000000,0.300000,1.000000,0.260000,0.16,0.020,"3",12.000
8a658bd02057fff,86.000000,27.759930,1422.640000,27.76,U201,U,U2,U,"2",71.855080,4.000000,0.260000,86.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",15.000
8a658bd06ac7fff,174.000000,52.047970,1432.630000,52.05,U602,U,U6,U,"2",340.811840,2.000000,0.260000,174.00,4.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",14.000
8a658bd31747fff,182.000000,52.058521,1448.010000,52.06,M102,M,M1,M,"2",588.837520,2.000000,0.260000,182.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",13.000
8a658bd33247fff,205.000000,47.109764,1433.190000,47.11,U602,U,U6,U,"2",81.889980,3.000000,0.260000,205.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",15.000
8a658bd1566ffff,187.000000,56.554592,1423.080000,56.55,U101,U,U1,U,"2",588.837520,2.000000,0.260000,187.00,4.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",14.000
8a658bd1530ffff,190.000000,50.507816,1423.780000,50.51,U101,U,U1,U,"2",235.890650,2.000000,0.260000,190.00,4.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",14.000
8a658bd06167fff,186.000000,4.320175,1434.640000,4.32,U502,U,U5,U,"2",588.837520,2.000000,0.260000,186.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",14.000
8a658bd10a6ffff,199.000000,40.531952,1423.190000,40.53,U101,U,U1,U,"2",96.442060,1.000000,0.260000,199.00,4.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",13.000
8a658bd152e7fff,185.000000,17.516113,1422.920000,17.52,U101,U,U1,U,"2",588.837520,2.000000,0.260000,185.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",14.000
8a658bd1c807fff,184.000000,48.661537,1422.490000,48.66,U201,U,U2,U,"2",601.000000,1.000000,0.260000,184.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",12.000
8a658bd313a7fff,90.000000,66.534386,1452.410000,66.53,U201,U,U2,U,"2",588.837520,2.000000,0.260000,90.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",13.000
8a658bd04cdffff,0.000000,0.000000,1449.440000,0.00,W101,W,W1,W,"4",588.837520,2.000000,0.260000,0.00,0.000000,4.000000,0.300000,0.000000,0.260000,0.16,0.020,"2",10.000
8a658bd06c1ffff,49.000000,49.323803,1435.160000,49.32,U201,U,U2,U,"2",588.837520,2.000000,0.260000,49.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",13.000
8a658bd31247fff,232.000000,17.132805,1448.650000,17.13,U502,U,U5,U,"2",588.837520,2.000000,0.260000,232.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",13.000
8a658bd06c5ffff,52.000000,35.407234,1434.010000,35.41,U201,U,U2,U,"2",588.837520,2.000000,0.260000,52.00,4.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",15.000
8a658bd02387fff,86.000000,32.773228,1422.540000,32.77,U602,U,U6,U,"2",71.855080,4.000000,0.260000,86.00,4.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"4",17.000
8a658bd06947fff,41.000000,20.731247,1442.080000,20.73,U201,U,U2,U,"2",588.837520,2.000000,0.260000,41.00,3.000000,4.000000,0.300000,1.000000,0.260000,0.16,0.020,"3",12.000
8a658bd1589ffff,208.000000,13.182382,1427.680000,13.18,U101,U,U1,U,"2",588.837520,2.000000,0.260000,208.00,4.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",15.000
8a658bd06357fff,191.000000,23.281944,1429.990000,23.28,U602,U,U6,U,"2",325.188920,3.000000,0.260000,191.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",14.000
8a658bd11b97fff,174.000000,60.535797,1422.260000,60.54,U101,U,U1,U,"2",588.837520,2.000000,0.260000,174.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",14.000
8a658bd00497fff,188.000000,42.376587,1425.540000,42.38,U201,U,U2,U,"2",601.000000,1.000000,0.260000,188.00,3.000000,4.000000,0.300000,3.000000,0.260000,0.16,0.020,"3",13.000
8a658bd02b5ffff,,0.000000,1424.790000,0.00,U602,U,U6,U,"2",601.000000,1.000000,0.260000,,0.000000,4.000000,0.300000,0.000000,0.260000,0.16,0.020,"2",7.000
8a658bd1c917fff,94.000000,72.935898,1422.360000,72.94,U602,U,U6,U,"2",601.000000,1.000000,0.260000,94.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",12.000
8a658bd06697fff,174.000000,54.581062,1425.390000,54.58,U101,U,U1,U,"2",588.837520,2.000000,0.260000,174.00,4.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",14.000
8a658bd31b5ffff,198.000000,31.042025,1463.570000,31.04,U201,U,U2,U,"2",588.837520,2.000000,0.260000,198.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",13.000
8a658bd004a7fff,187.000000,73.200790,1426.390000,73.20,U201,U,U2,U,"2",601.000000,1.000000,0.260000,187.00,0.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"2",9.000
8a658bd3121ffff,195.000000,22.070234,1448.030000,22.07,U201,U,U2,U,"2",588.837520,2.000000,0.260000,195.00,3.000000,4.000000,0.300000,2.000000,0.260000,0.16,0.020,"3",13.000
